"filename", "language", "C#", "comment", "blank", "total"
"c:\Users\karen\Armor Echo\Assets\Scripts\GamePlay\Vehicles\Tank\Weapons\TankShoot.cs", "C#", 201, 3, 46, 250
"c:\Users\karen\Armor Echo\Assets\Scripts\GamePlay\Vehicles\Tank\Weapons\TankSniperView.cs", "C#", 156, 0, 41, 197
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\AudioManager.cs", "C#", 37, 0, 6, 43
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\CursorManager.cs", "C#", 32, 0, 8, 40
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\GameManager.cs", "C#", 237, 0, 50, 287
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\GameUIManager.cs", "C#", 260, 0, 63, 323
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\LevelInitializer.cs", "C#", 8, 0, 1, 9
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\LevelSelectManager.cs", "C#", 80, 0, 22, 102
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\LogManager.cs", "C#", 56, 2, 14, 72
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\MenuManager.cs", "C#", 13, 0, 3, 16
"c:\Users\karen\Armor Echo\Assets\Scripts\Managers\MusicManager.cs", "C#", 53, 0, 10, 63
"c:\Users\karen\Armor Echo\Assets\Scripts\Networking\GameNetUiManager.cs", "C#", 20, 0, 4, 24
"c:\Users\karen\Armor Echo\Assets\Scripts\Networking\MenuNetworkUI.cs", "C#", 18, 0, 7, 25
"c:\Users\karen\Armor Echo\Assets\Scripts\Networking\NetworkOwnerInput.cs", "C#", 18, 0, 2, 20
"c:\Users\karen\Armor Echo\Assets\Scripts\Networking\PersistentNetworkManager.cs", "C#", 32, 0, 7, 39
"c:\Users\karen\Armor Echo\Assets\Scripts\Networking\PlayerSetup.cs", "C#", 0, 40, 6, 46
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\FpsDisplay.cs", "C#", 25, 0, 7, 32
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\HealthDisplay.cs", "C#", 42, 0, 9, 51
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\KillLogDisplay.cs", "C#", 108, 0, 20, 128
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\ReloadDisplay.cs", "C#", 43, 0, 5, 48
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\SpeedDisplay.cs", "C#", 21, 0, 4, 25
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\StarsDisplay.cs", "C#", 55, 0, 14, 69
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\TankCountDisplay.cs", "C#", 47, 0, 12, 59
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\Displays\TicketsDisplay.cs", "C#", 76, 0, 16, 92
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\HUD\CameraSwitchers.cs", "C#", 22, 0, 6, 28
"c:\Users\karen\Armor Echo\Assets\Scripts\UI\HUD\CrossHairAim.cs", "C#", 45, 0, 8, 53
"Total", "-", 4660, 55, 1126, 5841
