Date : 2025-11-28 01:59:51
Directory : c:\Users\karen\Armor Echo\Assets\Scenes\Single\Game\Scripts
Total : 404 files,  -59885 codes, -6823 comments, -11434 blanks, all -78142 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| ..\..\..\..\AssetsFromUS\WW2 Armed Forces Demo                                                                                                                                                    |          2 |        -32 |         -4 |        -13 |        -49 |
| ..\..\..\..\AssetsFromUS\WW2 Armed Forces Demo\Scripts                                                                                                                                            |          2 |        -32 |         -4 |        -13 |        -49 |
| ..\..\..\..\Edtior                                                                                                                                                                                |          3 |          0 |       -201 |        -38 |       -239 |
| ..\..\..\..\Flooded_Grounds                                                                                                                                                                       |        131 |    -14,845 |     -2,685 |     -3,461 |    -20,991 |
| ..\..\..\..\Flooded_Grounds\Content                                                                                                                                                               |          4 |       -265 |        -23 |       -109 |       -397 |
| ..\..\..\..\Flooded_Grounds\Content\Shaders                                                                                                                                                       |          4 |       -265 |        -23 |       -109 |       -397 |
| ..\..\..\..\Flooded_Grounds\PostProcessing                                                                                                                                                        |        118 |    -14,239 |     -2,632 |     -3,235 |    -20,106 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor                                                                                                                                                 |         34 |     -3,978 |       -155 |       -885 |     -5,018 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor (Files)                                                                                                                                         |          5 |       -305 |         -5 |        -82 |       -392 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor Resources                                                                                                                                       |          9 |       -575 |        -24 |       -156 |       -755 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor Resources\Monitors                                                                                                                              |          7 |       -440 |        -17 |       -115 |       -572 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor Resources\UI                                                                                                                                    |          2 |       -135 |         -7 |        -41 |       -183 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor\Attributes                                                                                                                                      |          1 |        -14 |          0 |         -3 |        -17 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor\Models                                                                                                                                          |         16 |     -1,473 |        -69 |       -296 |     -1,838 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor\Monitors                                                                                                                                        |          4 |       -867 |        -50 |       -203 |     -1,120 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor\PropertyDrawers                                                                                                                                 |          3 |       -254 |         -6 |        -52 |       -312 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Editor\Utils                                                                                                                                           |          5 |     -1,065 |        -25 |       -249 |     -1,339 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Resources                                                                                                                                              |         29 |     -5,422 |     -2,273 |     -1,262 |     -8,957 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Resources\Shaders                                                                                                                                      |         29 |     -5,422 |     -2,273 |     -1,262 |     -8,957 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime                                                                                                                                                |         44 |     -4,177 |       -180 |       -914 |     -5,271 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime (Files)                                                                                                                                        |          5 |       -527 |        -40 |       -121 |       -688 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime\Attributes                                                                                                                                     |          4 |        -40 |          0 |         -7 |        -47 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime\Components                                                                                                                                     |         16 |     -2,103 |       -115 |       -494 |     -2,712 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime\Models                                                                                                                                         |         15 |     -1,242 |        -23 |       -231 |     -1,496 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Runtime\Utils                                                                                                                                          |          4 |       -265 |         -2 |        -61 |       -328 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Utilities                                                                                                                                              |          2 |        -87 |          0 |        -18 |       -105 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Utilities\CustomMotionTexture                                                                                                                          |          2 |        -87 |          0 |        -18 |       -105 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Utilities\CustomMotionTexture (Files)                                                                                                                  |          1 |        -26 |          0 |         -8 |        -34 |
| ..\..\..\..\Flooded_Grounds\PostProcessing\Utilities\CustomMotionTexture\Shaders                                                                                                                  |          1 |        -61 |          0 |        -10 |        -71 |
| ..\..\..\..\Flooded_Grounds\Resources                                                                                                                                                             |          5 |       -246 |        -21 |        -72 |       -339 |
| ..\..\..\..\Flooded_Grounds\Resources (Files)                                                                                                                                                     |          1 |        -41 |         -2 |        -15 |        -58 |
| ..\..\..\..\Flooded_Grounds\Resources\TreeCreator                                                                                                                                                 |          4 |       -205 |        -19 |        -57 |       -281 |
| ..\..\..\..\Flooded_Grounds\Scripts                                                                                                                                                               |          4 |        -95 |         -9 |        -45 |       -149 |
| ..\..\..\..\Flooded_Grounds\Scripts (Files)                                                                                                                                                       |          3 |        -46 |         -6 |        -20 |        -72 |
| ..\..\..\..\Flooded_Grounds\Scripts\FPSController                                                                                                                                                 |          1 |        -49 |         -3 |        -25 |        -77 |
| ..\..\..\..\Forst                                                                                                                                                                                 |         28 |     -3,026 |       -657 |       -748 |     -4,431 |
| ..\..\..\..\Forst\CTI Runtime Components                                                                                                                                                          |         27 |     -2,916 |       -657 |       -727 |     -4,300 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP                                                                                                                              |         17 |     -2,358 |       -504 |       -555 |     -3,417 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Resources                                                                                                                    |          3 |       -756 |        -41 |        -99 |       -896 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts                                                                                                                      |          5 |       -201 |        -14 |        -50 |       -265 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts (Files)                                                                                                              |          2 |        -54 |         -5 |        -19 |        -78 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Scripts\Editor                                                                                                               |          3 |       -147 |         -9 |        -31 |       -187 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders                                                                                                                      |          9 |     -1,401 |       -449 |       -406 |     -2,256 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders (Files)                                                                                                              |          5 |       -755 |       -249 |       -214 |     -1,218 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components BIRP\Shaders\Includes                                                                                                             |          4 |       -646 |       -200 |       -192 |     -1,038 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus                                                                                                                        |         10 |       -558 |       -153 |       -172 |       -883 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts                                                                                                                |          4 |       -101 |         -4 |        -36 |       -141 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts (Files)                                                                                                        |          1 |        -38 |          0 |        -14 |        -52 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Scripts\Editor                                                                                                         |          3 |        -63 |         -4 |        -22 |        -89 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders                                                                                                                |          6 |       -457 |       -149 |       -136 |       -742 |
| ..\..\..\..\Forst\CTI Runtime Components\CTI Runtime Components URP 14plus\Shaders\Includes                                                                                                       |          6 |       -457 |       -149 |       -136 |       -742 |
| ..\..\..\..\Forst\Conifers [BOTD]                                                                                                                                                                 |          1 |       -110 |          0 |        -21 |       -131 |
| ..\..\..\..\Forst\Conifers [BOTD]\Installer                                                                                                                                                       |          1 |       -110 |          0 |        -21 |       -131 |
| ..\..\..\..\Forst\Conifers [BOTD]\Installer\Editor                                                                                                                                                |          1 |       -110 |          0 |        -21 |       -131 |
| ..\..\..\..\JMO Assets                                                                                                                                                                            |          1 |     -1,259 |       -115 |       -222 |     -1,596 |
| ..\..\..\..\JMO Assets\Cartoon FX Easy Editor                                                                                                                                                     |          1 |     -1,259 |       -115 |       -222 |     -1,596 |
| ..\..\..\..\JMO Assets\Cartoon FX Easy Editor\Editor                                                                                                                                              |          1 |     -1,259 |       -115 |       -222 |     -1,596 |
| ..\..\..\..\Packages                                                                                                                                                                              |         67 |    -21,918 |        -37 |       -608 |    -22,563 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0                                                                                                                               |          5 |       -691 |          0 |        -18 |       -709 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0 (Files)                                                                                                                       |          2 |        -80 |          0 |        -10 |        -90 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\buildTransitive                                                                                                               |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\buildTransitive\net461                                                                                                        |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\buildTransitive\netcoreapp2.0                                                                                                 |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\lib                                                                                                                           |          1 |       -599 |          0 |         -6 |       -605 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.9.0.0\lib\netstandard2.1                                                                                                            |          1 |       -599 |          0 |         -6 |       -605 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0                                                                                                                  |          5 |     -2,543 |          0 |        -16 |     -2,559 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0 (Files)                                                                                                          |          2 |        -61 |          0 |         -8 |        -69 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\buildTransitive                                                                                                  |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\buildTransitive\net461                                                                                           |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\buildTransitive\netcoreapp2.0                                                                                    |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\lib                                                                                                              |          1 |     -2,470 |          0 |         -6 |     -2,476 |
| ..\..\..\..\Packages\Microsoft.Extensions.DependencyInjection.Abstractions.9.0.0\lib\netstandard2.1                                                                                               |          1 |     -2,470 |          0 |         -6 |     -2,476 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0                                                                                                                                           |          5 |       -774 |         -7 |        -42 |       -823 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0 (Files)                                                                                                                                   |          2 |       -151 |         -7 |        -39 |       -197 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0\buildTransitive                                                                                                                           |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0\buildTransitive\net461                                                                                                                    |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0\buildTransitive\netcoreapp2.0                                                                                                             |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0\lib                                                                                                                                       |          1 |       -611 |          0 |         -1 |       -612 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.9.0.0\lib\netstandard2.1                                                                                                                        |          1 |       -611 |          0 |         -1 |       -612 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0                                                                                                                              |          8 |     -1,777 |        -13 |        -70 |     -1,860 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0 (Files)                                                                                                                      |          2 |       -158 |         -7 |        -47 |       -212 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive                                                                                                              |          5 |        -84 |         -6 |        -20 |       -110 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net461                                                                                                       |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net462                                                                                                       |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\net8.0                                                                                                       |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\netcoreapp2.0                                                                                                |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\buildTransitive\netstandard2.0                                                                                               |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\lib                                                                                                                          |          1 |     -1,535 |          0 |         -3 |     -1,538 |
| ..\..\..\..\Packages\Microsoft.Extensions.Logging.Abstractions.9.0.0\lib\netstandard2.0                                                                                                           |          1 |     -1,535 |          0 |         -3 |     -1,538 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0                                                                                                                                           |          8 |     -2,592 |         -6 |        -69 |     -2,667 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0 (Files)                                                                                                                                   |          2 |       -173 |          0 |        -43 |       -216 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive                                                                                                                           |          5 |        -84 |         -6 |        -20 |       -110 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net461                                                                                                                    |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net462                                                                                                                    |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\net8.0                                                                                                                    |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\netcoreapp2.0                                                                                                             |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\buildTransitive\netstandard2.0                                                                                                            |          1 |        -24 |         -2 |         -6 |        -32 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\lib                                                                                                                                       |          1 |     -2,335 |          0 |         -6 |     -2,341 |
| ..\..\..\..\Packages\Microsoft.Extensions.Options.9.0.0\lib\netstandard2.1                                                                                                                        |          1 |     -2,335 |          0 |         -6 |     -2,341 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0                                                                                                                                        |          5 |     -1,378 |          0 |        -29 |     -1,407 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0 (Files)                                                                                                                                |          2 |       -118 |          0 |        -26 |       -144 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0\buildTransitive                                                                                                                        |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0\buildTransitive\net461                                                                                                                 |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0\buildTransitive\netcoreapp2.0                                                                                                          |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0\lib                                                                                                                                    |          1 |     -1,248 |          0 |         -1 |     -1,249 |
| ..\..\..\..\Packages\Microsoft.Extensions.Primitives.9.0.0\lib\netstandard2.0                                                                                                                     |          1 |     -1,248 |          0 |         -1 |     -1,249 |
| ..\..\..\..\Packages\Serilog.4.3.0                                                                                                                                                                |          3 |     -6,462 |         -2 |        -63 |     -6,527 |
| ..\..\..\..\Packages\Serilog.4.3.0 (Files)                                                                                                                                                        |          2 |       -124 |          0 |        -36 |       -160 |
| ..\..\..\..\Packages\Serilog.4.3.0\lib                                                                                                                                                            |          1 |     -6,338 |         -2 |        -27 |     -6,367 |
| ..\..\..\..\Packages\Serilog.4.3.0\lib\netstandard2.0                                                                                                                                             |          1 |     -6,338 |         -2 |        -27 |     -6,367 |
| ..\..\..\..\Packages\Serilog.Extensions.Logging.9.0.2                                                                                                                                             |          3 |       -356 |          0 |        -42 |       -398 |
| ..\..\..\..\Packages\Serilog.Extensions.Logging.9.0.2 (Files)                                                                                                                                     |          2 |       -192 |          0 |        -41 |       -233 |
| ..\..\..\..\Packages\Serilog.Extensions.Logging.9.0.2\lib                                                                                                                                         |          1 |       -164 |          0 |         -1 |       -165 |
| ..\..\..\..\Packages\Serilog.Extensions.Logging.9.0.2\lib\netstandard2.1                                                                                                                          |          1 |       -164 |          0 |         -1 |       -165 |
| ..\..\..\..\Packages\Serilog.Formatting.Compact.3.0.0                                                                                                                                             |          3 |       -227 |          0 |        -46 |       -273 |
| ..\..\..\..\Packages\Serilog.Formatting.Compact.3.0.0 (Files)                                                                                                                                     |          2 |       -150 |          0 |        -45 |       -195 |
| ..\..\..\..\Packages\Serilog.Formatting.Compact.3.0.0\lib                                                                                                                                         |          1 |        -77 |          0 |         -1 |        -78 |
| ..\..\..\..\Packages\Serilog.Formatting.Compact.3.0.0\lib\netstandard2.0                                                                                                                          |          1 |        -77 |          0 |         -1 |        -78 |
| ..\..\..\..\Packages\Serilog.Sinks.Async.2.1.0                                                                                                                                                    |          3 |       -175 |          0 |        -33 |       -208 |
| ..\..\..\..\Packages\Serilog.Sinks.Async.2.1.0 (Files)                                                                                                                                            |          2 |       -108 |          0 |        -32 |       -140 |
| ..\..\..\..\Packages\Serilog.Sinks.Async.2.1.0\lib                                                                                                                                                |          1 |        -67 |          0 |         -1 |        -68 |
| ..\..\..\..\Packages\Serilog.Sinks.Async.2.1.0\lib\netstandard2.0                                                                                                                                 |          1 |        -67 |          0 |         -1 |        -68 |
| ..\..\..\..\Packages\Serilog.Sinks.Console.6.1.1                                                                                                                                                  |          3 |       -522 |          0 |        -53 |       -575 |
| ..\..\..\..\Packages\Serilog.Sinks.Console.6.1.1 (Files)                                                                                                                                          |          2 |       -165 |          0 |        -52 |       -217 |
| ..\..\..\..\Packages\Serilog.Sinks.Console.6.1.1\lib                                                                                                                                              |          1 |       -357 |          0 |         -1 |       -358 |
| ..\..\..\..\Packages\Serilog.Sinks.Console.6.1.1\lib\netstandard2.0                                                                                                                               |          1 |       -357 |          0 |         -1 |       -358 |
| ..\..\..\..\Packages\Serilog.Sinks.File.7.0.0                                                                                                                                                     |          3 |       -700 |          0 |        -73 |       -773 |
| ..\..\..\..\Packages\Serilog.Sinks.File.7.0.0 (Files)                                                                                                                                             |          2 |       -181 |          0 |        -72 |       -253 |
| ..\..\..\..\Packages\Serilog.Sinks.File.7.0.0\lib                                                                                                                                                 |          1 |       -519 |          0 |         -1 |       -520 |
| ..\..\..\..\Packages\Serilog.Sinks.File.7.0.0\lib\netstandard2.0                                                                                                                                  |          1 |       -519 |          0 |         -1 |       -520 |
| ..\..\..\..\Packages\System.ComponentModel.Annotations.5.0.0                                                                                                                                      |          2 |     -1,269 |          0 |        -11 |     -1,280 |
| ..\..\..\..\Packages\System.ComponentModel.Annotations.5.0.0 (Files)                                                                                                                              |          1 |        -68 |          0 |         -2 |        -70 |
| ..\..\..\..\Packages\System.ComponentModel.Annotations.5.0.0\lib                                                                                                                                  |          1 |     -1,201 |          0 |         -9 |     -1,210 |
| ..\..\..\..\Packages\System.ComponentModel.Annotations.5.0.0\lib\netstandard2.1                                                                                                                   |          1 |     -1,201 |          0 |         -9 |     -1,210 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0                                                                                                                                    |          6 |     -2,123 |         -2 |        -15 |     -2,140 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0 (Files)                                                                                                                            |          1 |        -38 |          0 |         -1 |        -39 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\Sources                                                                                                                            |          1 |         -7 |         -1 |         -1 |         -9 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\buildTransitive                                                                                                                    |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\buildTransitive\net461                                                                                                             |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\buildTransitive\netcoreapp2.0                                                                                                      |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\content                                                                                                                            |          1 |         -7 |         -1 |         -1 |         -9 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\content\ILLink                                                                                                                     |          1 |         -7 |         -1 |         -1 |         -9 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\lib                                                                                                                                |          1 |     -2,059 |          0 |        -10 |     -2,069 |
| ..\..\..\..\Packages\System.Diagnostics.DiagnosticSource.9.0.0\lib\netstandard2.0                                                                                                                 |          1 |     -2,059 |          0 |        -10 |     -2,069 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0                                                                                                                                              |          5 |       -329 |         -7 |        -28 |       -364 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0 (Files)                                                                                                                                      |          2 |        -74 |         -7 |        -26 |       -107 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0\buildTransitive                                                                                                                              |          2 |        -12 |          0 |         -2 |        -14 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0\buildTransitive\net461                                                                                                                       |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0\buildTransitive\netcoreapp2.0                                                                                                                |          1 |         -6 |          0 |         -1 |         -7 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0\lib                                                                                                                                          |          1 |       -243 |          0 |          0 |       -243 |
| ..\..\..\..\Packages\System.Threading.Channels.8.0.0\lib\netstandard2.1                                                                                                                           |          1 |       -243 |          0 |          0 |       -243 |
| ..\..\..\..\Resources                                                                                                                                                                             |          1 |         -1 |          0 |          0 |         -1 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2                                                                                                                                                              |         66 |     -9,622 |     -1,993 |     -3,776 |    -15,391 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\EDITOR                                                                                                                                                       |          5 |     -1,189 |       -192 |       -646 |     -2,027 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\SCRIPTS                                                                                                                                                      |         22 |     -4,423 |     -1,092 |     -1,542 |     -7,057 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\SHADERS                                                                                                                                                      |         21 |     -2,015 |       -298 |       -825 |     -3,138 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO                                                                                                                                                        |         18 |     -1,995 |       -411 |       -763 |     -3,169 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\GUI                                                                                                                                                    |          1 |        -94 |        -16 |        -46 |       -156 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS                                                                                                                                                |          4 |       -213 |         -8 |        -76 |       -297 |
| ..\..\..\..\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS\Shaders                                                                                                                                        |          4 |       -213 |         -8 |        -76 |       -297 |
